KSPopt,0.81,0.84,0.78,False,0.89,0.9,0.88,True,0.8,0.85,0.76,True,0.74,0.81,0.69,False,True,0.81,0.05,0.85,0.03,0.78,0.07
KSP,0.82,0.89,0.76,True,0.87,0.91,0.84,False,0.7,0.98,0.55,False,0.67,0.92,0.53,False,False,0.77,0.08,0.92,0.03,0.67,0.13
vilar,0.21,0.4,0.14,False,0.46,0.56,0.39,False,0.2,0.76,0.11,False,0.18,0.1,1.0,False,False,0.26,0.12,0.46,0.24,0.41,0.36
gaze2,0.18,0.1,1.0,False,0.17,0.09,1.0,False,0.18,0.1,1.0,False,0.18,0.1,1.0,False,False,0.18,0.0,0.1,0.0,1.0,0.0
mic17,0.78,0.71,0.86,False,0.49,0.44,0.55,False,0.41,0.38,0.44,False,0.74,0.69,0.79,True,False,0.6,0.16,0.55,0.15,0.66,0.17
wtp,0.71,0.66,0.78,False,0.76,0.71,0.83,False,0.79,0.0,0.0,False,0.63,0.53,0.78,False,False,0.72,0.06,0.47,0.28,0.6,0.34
