rep;DATASET_NBR;FEAT_EXTR_ALGORITHM;GROUND_TRUTH_TRESHOLD;KFOLDS;NBR_OF_SUPERPIXELS;PATCH_HEIGHT;PATCH_WIDTH;RANDOM_SEED;RF_MAX_DEPTH;RF_NBR_TREES;UNET_ADAGRAD_DECAY;UNET_ADAGRAD_EPSILON;UNET_ADAGRAD_LEARNING_RATE;UNET_ADAMAX_BETA1;UNET_ADAMAX_BETA2;UNET_ADAMAX_DECAY;UNET_ADAMAX_EPSILON;UNET_ADAMAX_LEARNING_RATE;UNET_ADAM_BETA1;UNET_ADAM_BETA2;UNET_ADAM_DECAY;UNET_ADAM_EPSILON;UNET_ADAM_LEARNING_RATE;UNET_BATCHSIZE;UNET_CURR_TRIAL;UNET_DATA_GAUSSIAN_NOISE_STD;UNET_DATA_HEIGHT_SHIFT;UNET_DATA_ROT_RANGE;UNET_DATA_SHEAR_RANGE;UNET_DATA_STEPS_PER_EPOCH;UNET_DATA_USE_GENERATOR;UNET_DATA_WIDTH_SHIFT;UNET_LOSS;UNET_MODEL_NBR;UNET_NBR_EPOCHS;UNET_OPTIMIZER;UNET_SAVE_EPOCH_INTERVAL;UNET_SAVE_ONLY_BEST_WEIGHT;UNET_SGD_DECAY;UNET_SGD_LEARNING_RATE;UNET_SGD_MOMENTUM;UNET_SGD_NESTEROV;UNET_VALIDATION_SPLIT;acc_@_f1_score_max;accuracy;f1_max_px_lvl;f1_score;f1_score_max;pre_@_f1_score_max;pre_px_lvl;precision;rec_@_f1_score_max;rec_px_lvl;recall;th_@_f1_score_max
69;11;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;16;9;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9982524255;0.9952487067;0.8461664547;0.8500089527;0.9581269984;0.9616885076;0.8561885916;0.9923747277;0.9550881954;0.8363762319;0.7454997739;0.3053333333
70;11;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;16;0;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9981978403;0.9963955315;0.8431834065;0.8906974897;0.9567870984;0.9517596488;0.8438014032;0.9927055703;0.9641791045;0.8425663143;0.8082767978;0.3
71;11;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;16;1;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9984162704;0.9971054813;0.8478571869;0.9139637602;0.9655885369;0.9642549793;0.8514349457;0.9933333333;0.9670284939;0.84430937;0.8471279964;0.312
72;11;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;16;2;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9979248699;0.9959586714;0.8453919303;0.8744049665;0.9519234096;0.9598452;0.8551180202;0.9918231122;0.9460877431;0.8358846008;0.7841700588;0.324
73;11;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;16;3;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9981433298;0.9956311755;0.8385086205;0.8641127514;0.9537117313;0.9525232692;0.8412623434;0.9923048465;0.9552238806;0.8357728664;0.7667571235;0.2893333333
74;11;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;16;4;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9983070106;0.9965048807;0.8488228281;0.8939694677;0.9613127728;0.9560200709;0.8464555556;0.9933333333;0.9669832655;0.8512033788;0.8145635459;0.2973333333
75;11;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;16;5;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9978155206;0.9955219008;0.8359900263;0.8606749926;0.9463886915;0.9454068497;0.8328564775;0.9923048465;0.9489371325;0.8391472435;0.7605608322;0.276
76;11;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;16;6;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9981978851;0.9962319103;0.8442739653;0.8850695438;0.9601425008;0.9507252786;0.8437698789;0.9929153605;0.9701040253;0.8447786543;0.7995929444;0.2893333333
77;11;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;16;7;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9983070553;0.9965048957;0.8492990459;0.8944806039;0.9632719341;0.9514376702;0.8467287851;0.9929824561;0.9760289462;0.8518849583;0.8144730891;0.2866666667
78;11;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;16;8;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9982523807;0.9953581007;0.8465941198;0.8543552069;0.961008127;0.9620073857;0.8478321772;0.9921568627;0.9609678878;0.8453596728;0.7516056083;0.2653333333
79;11;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;16;9;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9983069509;0.9954125963;0.8475675555;0.8590634202;0.9633654199;0.9546664341;0.8438967656;0.9775681342;0.9730438716;0.8512704195;0.7664857531;0.2826666667
80;11;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;16;0;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9979247058;0.9958494862;0.8372015839;0.8703721245;0.9472757439;0.9751151622;0.8580191888;0.9919191919;0.9221166893;0.8173702206;0.7783808232;0.3306666667
81;11;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;16;1;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9979794103;0.9959587609;0.8442376006;0.8760884452;0.9507541738;0.9478625541;0.8494129889;0.985426636;0.9551786522;0.8391248966;0.7905020353;0.3213333333
82;11;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;16;2;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9980885805;0.9956857308;0.846737481;0.8639543374;0.9570217377;0.9483368374;0.8424714354;0.9931578947;0.9669380371;0.8510469508;0.7694255993;0.2693333333
83;11;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;16;3;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9981432552;0.9960134952;0.8453176502;0.8773913688;0.959145632;0.9694567808;0.8540911061;0.9922322775;0.9492085029;0.8367226083;0.7877431027;0.3
84;11;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;16;4;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9979792313;0.9962863015;0.8450464577;0.8868235844;0.9529272512;0.9538153755;0.8410944954;0.9922962963;0.9547715966;0.8490357326;0.8022161918;0.3026666667
85;11;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;16;5;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9979794252;0.9954127753;0.8429929148;0.8532048466;0.9518375553;0.9351814866;0.8333970278;0.9910403186;0.9700135685;0.8528123533;0.7547715966;0.2453333333
86;11;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;16;6;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9980340252;0.9960134057;0.8448195351;0.8777145214;0.9508745352;0.9750743246;0.8614698504;0.9924501425;0.9281772953;0.8288006436;0.7875169607;0.3373333333
87;11;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;16;7;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9981433297;0.9958496205;0.8443611482;0.8714765112;0.9576147666;0.9428734228;0.8380829728;0.9925285368;0.9730891;0.8507340946;0.7787426504;0.264
88;11;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;16;8;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9985801451;0.9960679461;0.8460017241;0.8793401585;0.9699651049;0.9700449956;0.8532463547;0.9921969697;0.9701492537;0.8388790811;0.7905472637;0.3066666667
89;11;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;16;9;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9979247953;0.9954126411;0.8360053162;0.8547576051;0.9516954922;0.9529199388;0.832150646;0.9931034483;0.9520578924;0.8398958636;0.7545002261;0.276
90;11;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;16;0;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9986893601;0.995849531;0.8543990363;0.8722082107;0.9717385109;0.9646919338;0.852895985;0.9926549865;0.9790592492;0.8559073946;0.7786069652;0.3026666667
91;11;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;16;1;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9986346557;0.995849531;0.8491339712;0.8705244944;0.9702336866;0.9677736637;0.8514233076;0.9930006086;0.9730891;0.846856913;0.77847128;0.316
92;11;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;16;2;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9978701505;0.9960133758;0.8402748057;0.8758196753;0.9502797303;0.959028466;0.8470289049;0.9916083916;0.9432383537;0.8336275671;0.7873812754;0.3053333333
93;11;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;16;3;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9978700163;0.9950849661;0.8363215402;0.8453317584;0.9485207237;0.9547826415;0.85404971;0.9839160839;0.9429217549;0.8193143981;0.7425146992;0.2946666667
94;11;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;16;4;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9980884911;0.9953032173;0.8388959067;0.8520186113;0.9524975243;0.9441873983;0.8319999121;0.9925925926;0.9610131162;0.8459071711;0.7483491633;0.268
95;11;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;16;5;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9978700312;0.9950300827;0.8320228328;0.8400741925;0.9505795142;0.9530726287;0.846994409;0.9892088712;0.9491632745;0.8175713424;0.7360018091;0.2866666667
96;11;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;16;6;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9981431508;0.995412492;0.8415344064;0.8559795197;0.9541805653;0.9663302858;0.8447844886;0.9916521739;0.9431931253;0.838309236;0.7545002261;0.2933333333
97;11;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;16;7;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9982524255;0.9951394171;0.8424908425;0.8452770013;0.9609665194;0.9640365186;0.8512300551;0.9906976744;0.9581637268;0.8339292498;0.7395296246;0.2933333333
98;11;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;16;8;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9979246909;0.9957404054;0.8430877758;0.8674861047;0.9483838189;0.960258569;0.8559453765;0.9921447824;0.9370872908;0.8306107399;0.7725011307;0.296
99;11;unet;0.5;5;200;32;32;0;0;150;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;0.9;0.999;0;0.00000001;0.0001;16;9;13;0.2;11.25;22.5;2000;1;0.2;mse;5;100;adam;10;0;0;0.0001;0;0;0;0.9981978105;0.9957402414;0.843716286;0.866414662;0.9564572325;0.981907247;0.8672872278;0.9931034483;0.9342379014;0.8213926568;0.7726368159;0.32
